country,lat,lon,canton_short,canton
CHE,47.418408,8.373644,AG,Aargau
CHE,47.028107,8.631626,SZ,Schwyz
CHE,47.418408,8.373644,AG,Aargau
CHE,47.028107,8.631626,SZ,Schwyz
CHE,47.028107,8.631626,SZ,Schwyz
CHE,47.028107,8.631626,SZ,Schwyz
CHE,47.516392,8.594864,ZH,Zürich
CHE,47.348979,8.717593,ZH,Zürich
CHE,47.516392,8.594864,ZH,Zürich
CHE,46.932974,7.386187,BE,Bern
CHE,46.932974,7.386187,BE,Bern
CHE,47.516392,8.594864,ZH,Zürich
CHE,47.348979,8.717593,ZH,Zürich
CHE,47.516392,8.594864,ZH,Zürich
CHE,46.932974,7.386187,BE,Bern
CHE,47.167236,8.104228,LU,Luzern
CHE,46.121962,7.111595,VS,Wallis
CHE,46.121962,7.111595,VS,Wallis
CHE,47.28752013,8.71095613,ZH,Zürich
CHE,47.05663687,8.31016189,LU,Luzern
CHE,47.28752013,8.71095613,ZH,Zürich
CHE,47.37545935,7.94404536,SO,Solothurn
CHE,46.932974,7.386187,BE,Bern
CHE,46.121962,7.111595,VS,Wallis
CHE,47.05663687,8.31016189,LU,Luzern
CHE,47.37545935,7.94404536,SO,Solothurn
CHE,46.121962,7.111595,VS,Wallis
CHE,47.167236,8.104228,LU,Luzern
CHE,47.05663687,8.31016189,LU,Luzern
CHE,47.05663687,8.31016189,LU,Luzern
CHE,47.05663687,8.31016189,LU,Luzern
CHE,47.5645498,7.5669566,BS,Basel-Stadt
CHE,47.72261,8.643419,SH,Schaffhausen
CHE,47.72261,8.643419,SH,Schaffhausen
CHE,47.190676,7.553462,SO,Solothurn
CHE,47.05663687,8.31016189,LU,Luzern
CHE,47.72261,8.643419,SH,Schaffhausen
CHE,47.5645498,7.5669566,BS,Basel-Stadt
CHE,47.188216,7.401496,SO,Solothurn
CHE,46.423945,6.2549267,VD,Waadt
CHE,47.5645498,7.5669566,BS,Basel-Stadt
CHE,47.420278,8.503611,ZH,Zürich
CHE,47.5645498,7.5669566,BS,Basel-Stadt
CHE,46.997371,7.458359,BE,Bern
CHE,46.353841,7.1501154,VD,Waadt
CHE,46.423945,6.2549267,VD,Waadt
CHE,46.523072,6.8974636,FR,Fribourg
CHE,47.17207188,8.51858611,ZG,Zug
CHE,47.188216,7.401496,SO,Solothurn
CHE,47.139088,7.2473675,BE,Bern
CHE,47.420278,8.503611,ZH,Zürich
CHE,46.423945,6.2549267,VD,Waadt
CHE,47.17207188,8.51858611,ZG,Zug
CHE,47.139088,7.2473675,BE,Bern
CHE,47.5472991,7.59231203,BS,Basel-Stadt
CHE,47.5472991,7.59231203,BS,Basel-Stadt
CHE,47.181572,7.5634409,SO,Solothurn
CHE,47.181572,7.5634409,SO,Solothurn
CHE,47.190676,7.553462,SO,Solothurn
CHE,46.353841,7.1501154,VD,Waadt
CHE,46.423945,6.2549267,VD,Waadt
CHE,46.523072,6.8974636,FR,Fribourg
CHE,46.997371,7.458359,BE,Bern
CHE,47.072173,8.364586,LU,Luzern
CHE,46.740399,7.6222611,BE,Bern
CHE,47.454134,7.7360175,BL,Basel-Landschaft
CHE,47.418371,8.373701,AG,Aargau
CHE,46.740399,7.6222611,BE,Bern
CHE,46.817522,7.1288836,FR,Fribourg
CHE,46.950698,7.3927387,BE,Bern
CHE,47.418371,8.373701,AG,Aargau
CHE,46.817522,7.1288836,FR,Fribourg
CHE,47.58523878,7.65057994,BS,Basel-Stadt
CHE,47.443062,8.3626103,AG,Aargau
CHE,46.921954,6.624749,NE,Neuenburg
CHE,47.40082597,8.43884225,ZH,Zürich
CHE,47.443062,8.3626103,AG,Aargau
CHE,47.072173,8.364586,LU,Luzern
CHE,47.418371,8.373701,AG,Aargau
CHE,47.321694,7.964122,SO,Solothurn
CHE,46.950698,7.3927387,BE,Bern
CHE,47.46376225,7.81393609,BL,Basel-Landschaft
CHE,47.40082597,8.43884225,ZH,Zürich
CHE,47.257121,7.0001883,JU,Jura
CHE,46.15174637,8.77191322,TI,Tessin
CHE,47.58523878,7.65057994,BS,Basel-Stadt
CHE,47.4997426,8.0357697,AG,Aargau
CHE,47.321694,7.964122,SO,Solothurn
CHE,47.494034,7.5932032,BL,Basel-Landschaft
CHE,47.321714,7.964275,SO,Solothurn
CHE,47.257121,7.0001883,JU,Jura
CHE,47.494034,7.5932032,BL,Basel-Landschaft
CHE,47.321742,7.964458,SO,Solothurn
CHE,47.418371,8.373701,AG,Aargau
CHE,47.508007,7.5533179,BL,Basel-Landschaft
CHE,46.899064,8.250521,OW,Obwalden
CHE,46.546313,6.568244,VD,Waadt
CHE,46.899064,8.250521,OW,Obwalden
CHE,47.4778398,7.6024748,BL,Basel-Landschaft
CHE,47.40077332,8.43884761,ZH,Zürich
CHE,47.46376225,7.81393609,BL,Basel-Landschaft
CHE,47.39673789,8.48591995,ZH,Zürich
CHE,47.454134,7.7360175,BL,Basel-Landschaft
CHE,46.15174637,8.77191322,TI,Tessin
CHE,46.546313,6.568244,VD,Waadt
CHE,47.18588693,8.73684241,SZ,Schwyz
CHE,47.4778398,7.6024748,BL,Basel-Landschaft
CHE,47.197881,7.5964834,SO,Solothurn
CHE,47.4997426,8.0357697,AG,Aargau
CHE,47.40087953,8.43883823,ZH,Zürich
CHE,47.18588693,8.73684241,SZ,Schwyz
CHE,46.921954,6.624749,NE,Neuenburg
CHE,46.965888,6.8542001,NE,Neuenburg
CHE,46.15570824,8.77016474,TI,Tessin
CHE,47.508007,7.5533179,BL,Basel-Landschaft
CHE,47.508007,7.5533179,BL,Basel-Landschaft
CHE,46.15570824,8.77016474,TI,Tessin
CHE,47.40077332,8.43884761,ZH,Zürich
CHE,47.40087953,8.43883823,ZH,Zürich
CHE,47.197881,7.5964834,SO,Solothurn
CHE,47.508007,7.5533179,BL,Basel-Landschaft
CHE,47.15152,8.115431,LU,Luzern
CHE,46.965888,6.8542001,NE,Neuenburg
CHE,47.18588693,8.73684241,SZ,Schwyz
CHE,47.321742,7.964458,SO,Solothurn
CHE,47.321714,7.964275,SO,Solothurn
CHE,47.520672,8.791654,ZH,Zürich
CHE,47.32727281,8.57493518,ZH,Zürich
CHE,47.539258,7.5759825,BL,Basel-Landschaft
CHE,47.424099,8.3677,AG,Aargau
CHE,47.21320634,7.7892568,BE,Bern
CHE,47.00787296,8.4836108,LU,Luzern
CHE,47.562155,7.6115155,BS,Basel-Stadt
CHE,47.562155,7.6115155,BS,Basel-Stadt
CHE,47.562155,7.6115155,BS,Basel-Stadt
CHE,46.643766,6.6362293,VD,Waadt
CHE,47.00787296,8.4836108,LU,Luzern
CHE,47.562155,7.6115155,BS,Basel-Stadt
CHE,47.562155,7.6115155,BS,Basel-Stadt
CHE,47.417505,7.0776776,JU,Jura
CHE,47.3914897,8.0495286,AG,Aargau
CHE,47.463428,7.8146454,BL,Basel-Landschaft
CHE,46.727515,7.627741,BE,Bern
CHE,46.15984731,8.77405662,TI,Tessin
CHE,47.3914897,8.0495286,AG,Aargau
CHE,47.3914897,8.0495286,AG,Aargau
CHE,46.22685,6.058581,GE,Genf
CHE,47.47055,7.5962704,BL,Basel-Landschaft
CHE,47.00787296,8.4836108,LU,Luzern
CHE,46.504373,6.488969,VD,Waadt
CHE,46.245126,6.19333,GE,Genf
CHE,47.00787296,8.4836108,LU,Luzern
CHE,47.3914897,8.0495286,AG,Aargau
CHE,46.30969345,6.94236665,VD,Waadt
CHE,46.963746,7.3841,BE,Bern
CHE,46.15984731,8.77405662,TI,Tessin
CHE,47.569857,7.603699,BS,Basel-Stadt
CHE,47.00787296,8.4836108,LU,Luzern
CHE,47.464714,7.8523881,BL,Basel-Landschaft
CHE,46.21934257,7.35095016,VS,Wallis
CHE,47.00787296,8.4836108,LU,Luzern
CHE,47.464714,7.8523881,BL,Basel-Landschaft
CHE,47.287422,7.7093042,SO,Solothurn
CHE,46.22685,6.058581,GE,Genf
CHE,47.00787296,8.4836108,LU,Luzern
CHE,47.2999516,8.76821959,ZH,Zürich
CHE,47.00787296,8.4836108,LU,Luzern
CHE,47.00787296,8.4836108,LU,Luzern
CHE,47.00787296,8.4836108,LU,Luzern
CHE,47.417505,7.0776776,JU,Jura
CHE,47.198287,7.523727,SO,Solothurn
CHE,47.47055,7.5962704,BL,Basel-Landschaft
CHE,47.287422,7.7093042,SO,Solothurn
CHE,47.287422,7.7093042,SO,Solothurn
CHE,46.22685,6.058581,GE,Genf
CHE,46.22685,6.058581,GE,Genf
CHE,47.21320634,7.7892568,BE,Bern
CHE,46.17560071,8.79063707,TI,Tessin
CHE,47.34015476,8.51948463,ZH,Zürich
CHE,47.46157238,8.52428,ZH,Zürich
CHE,47.040181,8.1801743,LU,Luzern
CHE,47.46157238,8.52428,ZH,Zürich
CHE,46.30969345,6.94236665,VD,Waadt
CHE,47.539258,7.5759825,BL,Basel-Landschaft
CHE,46.643766,6.6362293,VD,Waadt
CHE,46.643766,6.6362293,VD,Waadt
CHE,47.55533646,8.76881964,ZH,Zürich
CHE,47.463428,7.8146454,BL,Basel-Landschaft
CHE,47.569857,7.603699,BS,Basel-Stadt
CHE,47.21320634,7.7892568,BE,Bern
CHE,47.32727281,8.57493518,ZH,Zürich
CHE,47.16769051,8.72741348,SZ,Schwyz
CHE,47.16769051,8.72741348,SZ,Schwyz
CHE,47.06825773,7.60219997,BE,Bern
CHE,47.16769051,8.72741348,SZ,Schwyz
CHE,46.894163,7.2991762,BE,Bern
CHE,46.894163,7.2991762,BE,Bern
CHE,47.2999516,8.76821959,ZH,Zürich
CHE,47.32727281,8.57493518,ZH,Zürich
CHE,47.55533646,8.76881964,ZH,Zürich
CHE,47.34015476,8.51948463,ZH,Zürich
CHE,47.04409374,6.8967542,NE,Neuenburg
CHE,47.04409374,6.8967542,NE,Neuenburg
CHE,47.39634584,8.51198911,ZH,Zürich
CHE,47.39634584,8.51198911,ZH,Zürich
CHE,47.04409374,6.8967542,NE,Neuenburg
CHE,47.37942158,8.55247418,ZH,Zürich
CHE,47.37942158,8.55247418,ZH,Zürich
CHE,47.53684897,7.7464011,AG,Aargau
CHE,47.485479,7.731362,BL,Basel-Landschaft
CHE,47.485479,7.731362,BL,Basel-Landschaft
CHE,47.53684897,7.7464011,AG,Aargau
CHE,47.53684897,7.7464011,AG,Aargau
CHE,47.53684897,7.7464011,AG,Aargau
CHE,47.53684897,7.7464011,AG,Aargau
CHE,47.538586,7.73407,AG,Aargau
CHE,47.538586,7.73407,AG,Aargau
CHE,46.797782,7.6836351,BE,Bern
CHE,47.3955898,8.50533068,ZH,Zürich
CHE,47.36845041,8.49658962,ZH,Zürich
CHE,47.538586,7.73407,AG,Aargau
CHE,47.3955898,8.50533068,ZH,Zürich
CHE,47.538586,7.73407,AG,Aargau
CHE,46.797782,7.6836351,BE,Bern
CHE,46.546239,6.56837,VD,Waadt
CHE,47.36845041,8.49658962,ZH,Zürich
CHE,47.4974795,8.7611817,ZH,Zürich
CHE,46.546239,6.56837,VD,Waadt
CHE,47.4974795,8.7611817,ZH,Zürich
CHE,46.546239,6.56837,VD,Waadt
CHE,46.546239,6.56837,VD,Waadt
CHE,47.4974795,8.7611817,ZH,Zürich
CHE,47.4974795,8.7611817,ZH,Zürich
CHE,46.546275,6.568307,VD,Waadt
CHE,46.546275,6.568307,VD,Waadt
CHE,46.18448237,7.02641968,VS,Wallis
CHE,47.366701,8.781923,ZH,Zürich
CHE,47.740375,8.715315,SH,Schaffhausen
CHE,47.251746,8.694469,ZH,Zürich
CHE,47.740375,8.715315,SH,Schaffhausen
CHE,47.366701,8.781923,ZH,Zürich
CHE,47.251746,8.694469,ZH,Zürich
CHE,46.122049,7.111604,VS,Wallis
CHE,46.980096,7.7397308,BE,Bern
CHE,47.08409265,6.79622911,NE,Neuenburg
CHE,46.940082,7.144918,FR,Fribourg
CHE,46.980096,7.7397308,BE,Bern
CHE,46.980096,7.7397308,BE,Bern
CHE,46.940082,7.144918,FR,Fribourg
CHE,46.18448237,7.02641968,VS,Wallis
CHE,46.18448237,7.02641968,VS,Wallis
CHE,47.08409265,6.79622911,NE,Neuenburg
CHE,47.08409265,6.79622911,NE,Neuenburg
CHE,46.940107,7.144884,FR,Fribourg
CHE,47.171512,7.5729303,SO,Solothurn
CHE,46.122049,7.111604,VS,Wallis
CHE,47.08409265,6.79622911,NE,Neuenburg
CHE,46.940082,7.144918,FR,Fribourg
CHE,47.171512,7.5729303,SO,Solothurn
CHE,46.940082,7.144918,FR,Fribourg
CHE,46.940107,7.144884,FR,Fribourg
CHE,47.171512,7.5729303,SO,Solothurn
CHE,46.12529,7.118383,VS,Wallis
CHE,46.12529,7.118383,VS,Wallis
CHE,47.2024069,7.7825874,BE,Bern
CHE,47.2024069,7.7825874,BE,Bern
CHE,46.886627,7.3890768,BE,Bern
CHE,46.886627,7.3890768,BE,Bern
CHE,47.19433187,7.69661594,BE,Bern
CHE,47.185967,8.4585,ZG,Zug
CHE,46.907306,7.2356494,BE,Bern
CHE,47.3626344,8.7919543,ZH,Zürich
CHE,47.185967,8.4585,ZG,Zug
CHE,47.3626344,8.7919543,ZH,Zürich
CHE,47.185967,8.4585,ZG,Zug
CHE,46.39743927,6.20660376,VD,Waadt
CHE,47.35964829,8.78674588,ZH,Zürich
CHE,46.907306,7.2356494,BE,Bern
CHE,46.39743927,6.20660376,VD,Waadt
CHE,46.39743927,6.20660376,VD,Waadt
CHE,46.39743927,6.20660376,VD,Waadt
CHE,47.35964829,8.78674588,ZH,Zürich
CHE,47.414876,8.5525848,ZH,Zürich
CHE,46.39710427,6.20599173,VD,Waadt
CHE,46.39710427,6.20599173,VD,Waadt
CHE,46.39710427,6.20599173,VD,Waadt
CHE,45.98614168,8.94416943,TI,Tessin
CHE,47.312561,8.5280433,ZH,Zürich
CHE,46.39710427,6.20599173,VD,Waadt
CHE,46.39743927,6.20660376,VD,Waadt
CHE,47.4140528,8.5491639,ZH,Zürich
CHE,46.39710427,6.20599173,VD,Waadt
CHE,47.55173427,8.5654931,ZH,Zürich
CHE,47.4140528,8.5491639,ZH,Zürich
CHE,45.98614168,8.94416943,TI,Tessin
CHE,47.55174515,8.56558224,ZH,Zürich
CHE,46.39743927,6.20660376,VD,Waadt
CHE,46.52744944,6.59354721,VD,Waadt
CHE,46.39710427,6.20599173,VD,Waadt
CHE,47.369521,8.770798,ZH,Zürich
CHE,47.3899821,8.0488319,AG,Aargau
CHE,47.414876,8.5525848,ZH,Zürich
CHE,47.3899821,8.0488319,AG,Aargau
CHE,46.306736,7.961126,VS,Wallis
CHE,47.416179,8.506866,ZH,Zürich
CHE,46.30987918,6.94229459,VD,Waadt
CHE,47.56553,7.6085279,BS,Basel-Stadt
CHE,47.312561,8.5280433,ZH,Zürich
CHE,46.30987918,6.94229459,VD,Waadt
CHE,46.52744944,6.59354721,VD,Waadt
CHE,45.98614168,8.94416943,TI,Tessin
CHE,47.369521,8.770798,ZH,Zürich
CHE,47.56223,7.5774551,BS,Basel-Stadt
CHE,47.56553,7.6085279,BS,Basel-Stadt
CHE,46.306736,7.961126,VS,Wallis
CHE,47.42412747,8.21829653,AG,Aargau
CHE,45.98614168,8.94416943,TI,Tessin
CHE,45.98614168,8.94416943,TI,Tessin
CHE,47.42412747,8.21829653,AG,Aargau
CHE,46.223716,7.2948896,VS,Wallis
CHE,47.563966,7.5946533,BS,Basel-Stadt
CHE,47.563966,7.5946533,BS,Basel-Stadt
CHE,46.223716,7.2948896,VS,Wallis
CHE,47.643887,8.60593,ZH,Zürich
CHE,46.223716,7.2948896,VS,Wallis
CHE,46.223716,7.2948896,VS,Wallis
CHE,47.643887,8.60593,ZH,Zürich
CHE,47.562527,7.6247012,BS,Basel-Stadt
CHE,47.564223,7.6183257,BS,Basel-Stadt
CHE,47.56223,7.5774551,BS,Basel-Stadt
CHE,47.562527,7.6247012,BS,Basel-Stadt
CHE,47.548062,7.5652049,BS,Basel-Stadt
CHE,47.548062,7.5652049,BS,Basel-Stadt
CHE,47.564223,7.6183257,BS,Basel-Stadt
CHE,47.548182,7.5738879,BS,Basel-Stadt
CHE,47.558144,7.6046492,BS,Basel-Stadt
CHE,47.56788,7.5865493,BS,Basel-Stadt
CHE,47.548182,7.5738879,BS,Basel-Stadt
CHE,47.56788,7.5865493,BS,Basel-Stadt
CHE,47.562434,7.603939,BS,Basel-Stadt
CHE,47.557291,7.5788351,BS,Basel-Stadt
CHE,47.55104,7.56112,BS,Basel-Stadt
CHE,47.561274,7.5696594,BS,Basel-Stadt
CHE,47.187667,7.8485458,BE,Bern
CHE,47.546489,7.6067103,BS,Basel-Stadt
CHE,47.566835,7.5807951,BS,Basel-Stadt
CHE,47.580149,7.5926209,BS,Basel-Stadt
CHE,47.555231,7.6089712,BS,Basel-Stadt
CHE,47.555231,7.6089712,BS,Basel-Stadt
CHE,47.558144,7.6046492,BS,Basel-Stadt
CHE,47.566835,7.5807951,BS,Basel-Stadt
CHE,47.547264,7.5598857,BS,Basel-Stadt
CHE,47.580149,7.5926209,BS,Basel-Stadt
CHE,47.552332,7.5812989,BS,Basel-Stadt
CHE,47.552332,7.5812989,BS,Basel-Stadt
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.41891951,8.39363555,ZH,Zürich
CHE,47.554119,7.5688316,BS,Basel-Stadt
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.548277,7.5762473,BS,Basel-Stadt
CHE,47.55104,7.56112,BS,Basel-Stadt
CHE,47.557291,7.5788351,BS,Basel-Stadt
CHE,47.546489,7.6067103,BS,Basel-Stadt
CHE,47.548277,7.5762473,BS,Basel-Stadt
CHE,47.554119,7.5688316,BS,Basel-Stadt
CHE,46.125376,7.118511,VS,Wallis
CHE,47.547264,7.5598857,BS,Basel-Stadt
CHE,47.562434,7.603939,BS,Basel-Stadt
CHE,47.559879,7.5997918,BS,Basel-Stadt
CHE,46.306684,7.961129,VS,Wallis
CHE,46.306684,7.961129,VS,Wallis
CHE,46.125376,7.118511,VS,Wallis
CHE,47.559879,7.5997918,BS,Basel-Stadt
CHE,47.561274,7.5696594,BS,Basel-Stadt
CHE,46.125376,7.118511,VS,Wallis
CHE,47.1443652,8.438942,ZG,Zug
CHE,46.306684,7.961129,VS,Wallis
CHE,47.551343,7.578572,BS,Basel-Stadt
CHE,47.41891951,8.39363555,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.551343,7.578572,BS,Basel-Stadt
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,46.125376,7.118511,VS,Wallis
CHE,47.1443652,8.438942,ZG,Zug
CHE,47.187667,7.8485458,BE,Bern
CHE,47.2025,7.7829,BE,Bern
CHE,47.41891951,8.39363555,ZH,Zürich
CHE,47.2025,7.7829,BE,Bern
CHE,47.41891951,8.39363555,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,46.306684,7.961129,VS,Wallis
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39064793,8.51733646,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.44953301,8.2149119,AG,Aargau
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.44953301,8.2149119,AG,Aargau
CHE,47.39037555,8.51814917,ZH,Zürich
CHE,47.44953301,8.2149119,AG,Aargau
CHE,47.17267597,8.51780795,ZG,Zug
CHE,47.184508,8.111968,LU,Luzern
CHE,47.184508,8.111968,LU,Luzern
CHE,47.482325,7.7442236,BL,Basel-Landschaft
CHE,47.1726884,8.51775819,ZG,Zug
CHE,47.17267597,8.51780795,ZG,Zug
CHE,47.184508,8.111968,LU,Luzern
CHE,47.184508,8.111968,LU,Luzern
CHE,47.482325,7.7442236,BL,Basel-Landschaft
CHE,47.184508,8.111968,LU,Luzern
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.1726884,8.51775819,ZG,Zug
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.302624,8.720338,ZH,Zürich
CHE,47.172702,8.51769516,ZG,Zug
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.448836,8.4630656,ZH,Zürich
CHE,47.172702,8.51769516,ZG,Zug
CHE,47.448836,8.4630656,ZH,Zürich
CHE,47.302624,8.720338,ZH,Zürich
CHE,47.172666,8.517861,ZG,Zug
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.39046635,8.51788631,ZH,Zürich
CHE,47.172656,8.517915,ZG,Zug
CHE,47.172656,8.517915,ZG,Zug
CHE,47.302624,8.720338,ZH,Zürich
CHE,46.466945,7.433182,BE,Bern
CHE,47.367778,8.496389,ZH,Zürich
CHE,47.367778,8.496389,ZH,Zürich
CHE,47.172666,8.517861,ZG,Zug
CHE,47.172642,8.517985,ZG,Zug
CHE,47.172642,8.517985,ZG,Zug
CHE,47.17271769,8.51762751,ZG,Zug
CHE,47.17271769,8.51762751,ZG,Zug
CHE,47.17271769,8.51762751,ZG,Zug
CHE,47.160497,7.5264891,BE,Bern
CHE,47.015929,8.644985,SZ,Schwyz
CHE,47.160497,7.5264891,BE,Bern
CHE,47.298965,8.838333,ZH,Zürich
CHE,47.015929,8.644985,SZ,Schwyz
CHE,47.18594428,8.45780874,ZG,Zug
CHE,47.160497,7.5264891,BE,Bern
CHE,47.18594428,8.45780874,ZG,Zug
CHE,46.82850702,6.92837027,VD,Waadt
CHE,47.674625,8.614596,ZH,Zürich
CHE,47.015929,8.644985,SZ,Schwyz
CHE,47.015929,8.644985,SZ,Schwyz
CHE,47.674865,8.61454,ZH,Zürich
CHE,46.82850702,6.92837027,VD,Waadt
CHE,47.674625,8.614596,ZH,Zürich
CHE,47.49545435,8.75774895,ZH,Zürich
CHE,47.015929,8.644985,SZ,Schwyz
CHE,47.674625,8.614596,ZH,Zürich
CHE,46.82850702,6.92837027,VD,Waadt
CHE,47.674625,8.614596,ZH,Zürich
CHE,47.298965,8.838333,ZH,Zürich
CHE,46.955253,7.4842691,BE,Bern
CHE,46.780582,7.6093617,BE,Bern
CHE,47.49540905,8.75788306,ZH,Zürich
CHE,47.674625,8.614596,ZH,Zürich
CHE,47.49540905,8.75788306,ZH,Zürich
CHE,47.674865,8.61454,ZH,Zürich
CHE,46.922854,7.4159166,BE,Bern
CHE,47.674865,8.61454,ZH,Zürich
CHE,47.674865,8.61454,ZH,Zürich
CHE,46.922854,7.4159166,BE,Bern
CHE,46.780582,7.6093617,BE,Bern
CHE,47.674625,8.614596,ZH,Zürich
CHE,46.955253,7.4842691,BE,Bern
CHE,47.602775,8.6882805,ZH,Zürich
CHE,47.211885,7.5126834,SO,Solothurn
CHE,47.674865,8.61454,ZH,Zürich
CHE,46.788417,7.6057003,BE,Bern
CHE,47.490707,7.714362,BL,Basel-Landschaft
CHE,47.38336426,8.66857256,ZH,Zürich
CHE,46.47708332,6.40248919,VD,Waadt
CHE,47.38336426,8.66857256,ZH,Zürich
CHE,46.473887,7.1337603,VD,Waadt
CHE,47.674865,8.61454,ZH,Zürich
CHE,47.48844,8.44705,ZH,Zürich
CHE,47.48844,8.44705,ZH,Zürich
CHE,47.38336426,8.66857256,ZH,Zürich
CHE,47.38336426,8.66857256,ZH,Zürich
CHE,47.146849,8.4323904,ZG,Zug
CHE,47.146849,8.4323904,ZG,Zug
CHE,47.49545435,8.75774895,ZH,Zürich
CHE,46.47708332,6.40248919,VD,Waadt
CHE,47.490707,7.714362,BL,Basel-Landschaft
CHE,46.47708332,6.40248919,VD,Waadt
CHE,46.47708332,6.40248919,VD,Waadt
CHE,47.32725761,8.80188349,ZH,Zürich
CHE,46.473887,7.1337603,VD,Waadt
CHE,47.32725761,8.80188349,ZH,Zürich
CHE,47.602775,8.6882805,ZH,Zürich
CHE,47.211885,7.5126834,SO,Solothurn
CHE,46.788417,7.6057003,BE,Bern
CHE,47.502221,8.7746183,ZH,Zürich
CHE,47.502221,8.7746183,ZH,Zürich
CHE,47.525897,7.6970898,BL,Basel-Landschaft
CHE,46.929424,7.561634,BE,Bern
CHE,46.929424,7.561634,BE,Bern
CHE,47.256774,8.8505268,ZH,Zürich
CHE,46.929424,7.561634,BE,Bern
CHE,46.929424,7.561634,BE,Bern
CHE,47.41292473,8.59138665,ZH,Zürich
CHE,47.437579,7.8103463,BL,Basel-Landschaft
CHE,47.41292473,8.59138665,ZH,Zürich
CHE,47.38261,8.56716,ZH,Zürich
CHE,46.521027,8.635558,TI,Tessin
CHE,47.07048543,8.29036686,LU,Luzern
CHE,47.191871,7.39809073,SO,Solothurn
CHE,47.525897,7.6970898,BL,Basel-Landschaft
CHE,47.256774,8.8505268,ZH,Zürich
CHE,47.4944952,8.44899152,ZH,Zürich
CHE,47.4944952,8.44899152,ZH,Zürich
CHE,47.224354,8.822551,SG,St. Gallen
CHE,47.41292473,8.59138665,ZH,Zürich
CHE,46.067064,7.776328,VS,Wallis
CHE,47.41292473,8.59138665,ZH,Zürich
CHE,47.4944952,8.44899152,ZH,Zürich
CHE,46.8772308,7.0317451,VD,Waadt
CHE,46.8772308,7.0317451,VD,Waadt
CHE,47.5807414,7.59638133,BS,Basel-Stadt
CHE,47.07836,8.27828,LU,Luzern
CHE,47.07836,8.27828,LU,Luzern
CHE,47.4193147,8.5568084,ZH,Zürich
CHE,47.07836,8.27828,LU,Luzern
CHE,47.44527014,8.35641796,AG,Aargau
CHE,46.521027,8.635558,TI,Tessin
CHE,47.183647,8.11087,LU,Luzern
CHE,47.226461,7.617278,SO,Solothurn
CHE,47.503023,7.8652919,BL,Basel-Landschaft
CHE,47.4193147,8.5568084,ZH,Zürich
CHE,47.38261,8.56716,ZH,Zürich
CHE,46.389786,8.890223,TI,Tessin
CHE,46.526916,6.5272198,VD,Waadt
CHE,47.33317452,7.82129876,SO,Solothurn
CHE,46.526916,6.5272198,VD,Waadt
CHE,47.191871,7.3980907,SO,Solothurn
CHE,47.191871,7.3980907,SO,Solothurn
CHE,47.191871,7.39809073,SO,Solothurn
CHE,47.4944952,8.44899152,ZH,Zürich
CHE,47.224354,8.822551,SG,St. Gallen
CHE,46.389786,8.890223,TI,Tessin
CHE,46.98859,7.462778,BE,Bern
CHE,46.98859,7.462778,BE,Bern
CHE,47.5807414,7.59638133,BS,Basel-Stadt
